Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
06/09/2021,05/01/2020,05/31/2020,By Month,2020,5,Tennessee,"Healthcare setting, outpatient or emergency room",14,595,26,,0,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,05/01/2020,05/31/2020,By Month,2020,5,Tennessee,"Healthcare setting, dead on arrival",0,172,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,05/01/2020,05/31/2020,By Month,2020,5,Tennessee,Decedent's home,12,2401,40,,0,48,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,05/01/2020,05/31/2020,By Month,2020,5,Tennessee,Hospice facility,,200,12,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,05/01/2020,05/31/2020,By Month,2020,5,Tennessee,Nursing home/long term care facility,40,1058,60,,0,91,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,05/01/2020,05/31/2020,By Month,2020,5,Tennessee,Other,,375,12,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,05/01/2020,05/31/2020,By Month,2020,5,Tennessee,Place of death unknown,0,0,0,0,0,0,
06/09/2021,06/01/2020,06/30/2020,By Month,2020,6,Tennessee,Total - All Places of Death,213,6548,431,71,,576,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,06/01/2020,06/30/2020,By Month,2020,6,Tennessee,"Healthcare setting, inpatient",155,1948,313,60,,411,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,06/01/2020,06/30/2020,By Month,2020,6,Tennessee,"Healthcare setting, outpatient or emergency room",12,589,17,,0,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,06/01/2020,06/30/2020,By Month,2020,6,Tennessee,"Healthcare setting, dead on arrival",,152,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,06/01/2020,06/30/2020,By Month,2020,6,Tennessee,Decedent's home,10,2285,33,,0,42,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,06/01/2020,06/30/2020,By Month,2020,6,Tennessee,Hospice facility,,232,13,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,06/01/2020,06/30/2020,By Month,2020,6,Tennessee,Nursing home/long term care facility,30,943,44,,0,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,06/01/2020,06/30/2020,By Month,2020,6,Tennessee,Other,0,399,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,06/01/2020,06/30/2020,By Month,2020,6,Tennessee,Place of death unknown,0,0,0,0,0,0,
06/09/2021,07/01/2020,07/31/2020,By Month,2020,7,Tennessee,Total - All Places of Death,585,7374,700,296,,991,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,07/01/2020,07/31/2020,By Month,2020,7,Tennessee,"Healthcare setting, inpatient",445,2463,537,254,,730,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,07/01/2020,07/31/2020,By Month,2020,7,Tennessee,"Healthcare setting, outpatient or emergency room",33,597,30,,,54,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,07/01/2020,07/31/2020,By Month,2020,7,Tennessee,"Healthcare setting, dead on arrival",,159,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,07/01/2020,07/31/2020,By Month,2020,7,Tennessee,Decedent's home,26,2466,45,,0,66,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,07/01/2020,07/31/2020,By Month,2020,7,Tennessee,Hospice facility,11,256,19,,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,07/01/2020,07/31/2020,By Month,2020,7,Tennessee,Nursing home/long term care facility,61,1025,65,20,0,106,
06/09/2021,07/01/2020,07/31/2020,By Month,2020,7,Tennessee,Other,,408,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,07/01/2020,07/31/2020,By Month,2020,7,Tennessee,Place of death unknown,0,0,0,0,0,0,
06/09/2021,08/01/2020,08/31/2020,By Month,2020,8,Tennessee,Total - All Places of Death,745,7432,786,379,,1153,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,08/01/2020,08/31/2020,By Month,2020,8,Tennessee,"Healthcare setting, inpatient",563,2490,607,334,,837,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,08/01/2020,08/31/2020,By Month,2020,8,Tennessee,"Healthcare setting, outpatient or emergency room",26,597,27,,0,45,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,08/01/2020,08/31/2020,By Month,2020,8,Tennessee,"Healthcare setting, dead on arrival",,149,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,08/01/2020,08/31/2020,By Month,2020,8,Tennessee,Decedent's home,36,2460,54,,0,83,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,08/01/2020,08/31/2020,By Month,2020,8,Tennessee,Hospice facility,14,249,17,,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,08/01/2020,08/31/2020,By Month,2020,8,Tennessee,Nursing home/long term care facility,93,1060,73,20,0,146,
06/09/2021,08/01/2020,08/31/2020,By Month,2020,8,Tennessee,Other,,427,,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,08/01/2020,08/31/2020,By Month,2020,8,Tennessee,Place of death unknown,0,0,0,0,0,0,
06/09/2021,09/01/2020,09/30/2020,By Month,2020,9,Tennessee,Total - All Places of Death,700,7249,785,387,,1099,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,09/01/2020,09/30/2020,By Month,2020,9,Tennessee,"Healthcare setting, inpatient",511,2441,611,324,,799,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,09/01/2020,09/30/2020,By Month,2020,9,Tennessee,"Healthcare setting, outpatient or emergency room",22,582,27,,0,40,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,09/01/2020,09/30/2020,By Month,2020,9,Tennessee,"Healthcare setting, dead on arrival",,139,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,09/01/2020,09/30/2020,By Month,2020,9,Tennessee,Decedent's home,34,2362,49,13,0,70,
06/09/2021,09/01/2020,09/30/2020,By Month,2020,9,Tennessee,Hospice facility,13,257,16,,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,09/01/2020,09/30/2020,By Month,2020,9,Tennessee,Nursing home/long term care facility,111,1053,68,29,0,150,
06/09/2021,09/01/2020,09/30/2020,By Month,2020,9,Tennessee,Other,,415,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,09/01/2020,09/30/2020,By Month,2020,9,Tennessee,Place of death unknown,0,0,0,0,0,0,
06/09/2021,10/01/2020,10/31/2020,By Month,2020,10,Tennessee,Total - All Places of Death,962,7951,920,512,,1373,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,10/01/2020,10/31/2020,By Month,2020,10,Tennessee,"Healthcare setting, inpatient",658,2689,722,420,,963,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,10/01/2020,10/31/2020,By Month,2020,10,Tennessee,"Healthcare setting, outpatient or emergency room",42,632,33,13,,62,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,10/01/2020,10/31/2020,By Month,2020,10,Tennessee,"Healthcare setting, dead on arrival",,162,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,10/01/2020,10/31/2020,By Month,2020,10,Tennessee,Decedent's home,49,2582,48,14,0,83,
06/09/2021,10/01/2020,10/31/2020,By Month,2020,10,Tennessee,Hospice facility,15,263,15,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,10/01/2020,10/31/2020,By Month,2020,10,Tennessee,Nursing home/long term care facility,188,1216,92,53,0,227,
06/09/2021,10/01/2020,10/31/2020,By Month,2020,10,Tennessee,Other,,407,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,10/01/2020,10/31/2020,By Month,2020,10,Tennessee,Place of death unknown,0,0,0,0,0,0,
06/09/2021,11/01/2020,11/30/2020,By Month,2020,11,Tennessee,Total - All Places of Death,1599,8262,1219,848,,1974,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,11/01/2020,11/30/2020,By Month,2020,11,Tennessee,"Healthcare setting, inpatient",1042,2993,918,666,,1296,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,11/01/2020,11/30/2020,By Month,2020,11,Tennessee,"Healthcare setting, outpatient or emergency room",69,658,50,28,,92,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,11/01/2020,11/30/2020,By Month,2020,11,Tennessee,"Healthcare setting, dead on arrival",13,154,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,11/01/2020,11/30/2020,By Month,2020,11,Tennessee,Decedent's home,89,2523,64,27,,126,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,11/01/2020,11/30/2020,By Month,2020,11,Tennessee,Hospice facility,25,269,24,14,0,35,
06/09/2021,11/01/2020,11/30/2020,By Month,2020,11,Tennessee,Nursing home/long term care facility,349,1280,150,105,0,394,
06/09/2021,11/01/2020,11/30/2020,By Month,2020,11,Tennessee,Other,12,385,,,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,11/01/2020,11/30/2020,By Month,2020,11,Tennessee,Place of death unknown,0,0,0,0,0,0,
06/09/2021,12/01/2020,12/31/2020,By Month,2020,12,Tennessee,Total - All Places of Death,2697,9969,1822,1394,,3126,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,12/01/2020,12/31/2020,By Month,2020,12,Tennessee,"Healthcare setting, inpatient",1830,3878,1416,1119,,2127,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,12/01/2020,12/31/2020,By Month,2020,12,Tennessee,"Healthcare setting, outpatient or emergency room",96,816,62,32,0,126,
06/09/2021,12/01/2020,12/31/2020,By Month,2020,12,Tennessee,"Healthcare setting, dead on arrival",12,146,,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,12/01/2020,12/31/2020,By Month,2020,12,Tennessee,Decedent's home,167,2813,90,46,,212,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,12/01/2020,12/31/2020,By Month,2020,12,Tennessee,Hospice facility,47,292,27,19,0,55,
06/09/2021,12/01/2020,12/31/2020,By Month,2020,12,Tennessee,Nursing home/long term care facility,506,1563,207,164,0,549,
06/09/2021,12/01/2020,12/31/2020,By Month,2020,12,Tennessee,Other,39,461,14,11,0,42,
06/09/2021,12/01/2020,12/31/2020,By Month,2020,12,Tennessee,Place of death unknown,0,0,0,0,0,0,
06/09/2021,01/01/2021,01/31/2021,By Month,2021,1,Tennessee,Total - All Places of Death,2806,10081,1911,1458,,3262,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2021,01/31/2021,By Month,2021,1,Tennessee,"Healthcare setting, inpatient",1957,4051,1513,1200,,2272,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2021,01/31/2021,By Month,2021,1,Tennessee,"Healthcare setting, outpatient or emergency room",93,753,49,32,0,110,
06/09/2021,01/01/2021,01/31/2021,By Month,2021,1,Tennessee,"Healthcare setting, dead on arrival",,164,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2021,01/31/2021,By Month,2021,1,Tennessee,Decedent's home,195,2882,110,65,0,240,
06/09/2021,01/01/2021,01/31/2021,By Month,2021,1,Tennessee,Hospice facility,61,335,43,26,0,78,
06/09/2021,01/01/2021,01/31/2021,By Month,2021,1,Tennessee,Nursing home/long term care facility,461,1433,182,129,,515,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2021,01/31/2021,By Month,2021,1,Tennessee,Other,30,463,,,0,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2021,01/31/2021,By Month,2021,1,Tennessee,Place of death unknown,0,0,0,0,0,0,
